name,primary_category,country_code,funding_total_usd,funding_rounds,status,failed,startup_age_years,founded_year
Motiga,Games,USA,22500000.0,3,operating,0,16.0,2010.0
Motility Count,Biotechnology,DNK,646551.0,2,operating,0,15.0,2011.0
Motilo,Design,GBR,5800000.0,2,operating,0,15.0,2011.0
Motion Computing,Software,USA,47799995.0,4,acquired,0,25.0,2001.0
Motion Displays,Retail,CHL,160000.0,2,operating,0,16.0,2010.0
Motion Engine,Manufacturing,CAN,1000000.0,1,operating,0,13.0,2013.0
Motion FX Systems,Film,Unknown,136726.583293835,1,closed,1,0.0,2014.0
Motion Geek,Fitness,USA,17000.0,1,operating,0,14.0,2012.0
Motion Math,EdTech,USA,500000.0,3,operating,0,16.0,2010.0
Motion PT Holdings,Fitness,Unknown,30736562.0,1,closed,1,20.0,1995.0
Motion Traxx,Digital Media,USA,50000.0,1,operating,0,16.0,2010.0
motionBEAT inc,Advertising,JPN,15700000.0,1,operating,0,28.0,1998.0
Motionbox,Games,USA,17200000.0,3,acquired,0,20.0,2006.0
MotionMetrics,Hardware + Software,GBR,150000.0,2,closed,1,1.0,2013.0
MotionPoint,Business Services,USA,8000000.0,1,operating,0,26.0,2000.0
MotionSavvy,SaaS,USA,500000.0,5,operating,0,13.0,2013.0
Motionsoft,Software,USA,21799976.0,5,operating,0,41.0,1985.0
Motista,Analytics,USA,11800000.0,2,operating,0,19.0,2007.0
Motiv,Hardware + Software,USA,1220000.0,2,operating,0,13.0,2013.0
Motivano,Enterprise Software,USA,3450000.0,3,operating,0,27.0,1999.0
Motiv Power Systems,Automotive,USA,15652000.0,3,operating,0,17.0,2009.0
motivemetrics,Software,USA,3750000.0,3,operating,0,16.0,2010.0
Motor Chronicles,Automotive,IND,55187.0,1,operating,0,14.0,2012.0
Motor2,E-Commerce,CHN,5000000.0,2,operating,0,19.0,2007.0
Motorator,Automotive,USA,160000.0,1,operating,0,19.0,2007.0
Motormax,Automotive,ARG,25000.0,1,operating,0,15.0,2011.0
Motoroso,Automotive,USA,118000.0,1,operating,0,13.0,2013.0
Motorpaneer,Automotive,IND,40000.0,1,operating,0,13.0,2013.0
MotorwayBuddy,Mobile,GBR,150000.0,2,operating,0,14.0,2012.0
Motosmarty,Big Data Analytics,BEL,500000.0,1,operating,0,14.0,2012.0
Motostrano,Bicycles,USA,150000.0,1,operating,0,24.0,2002.0
Motus Corporation,Software,USA,2329837.0,2,operating,0,24.0,2002.0
Moula,Financial Services,Unknown,30880930.0,2,operating,0,13.0,2013.0
Mount Knowledge USA,Software,USA,1350000.0,1,operating,0,17.0,2009.0
Mount Wachusett Community College,Education,USA,7090000.0,2,operating,0,63.0,1963.0
Mountain Drones Inc.,Aerospace,USA,25000.0,1,operating,0,13.0,2013.0
Mountain View Data,Software,USA,3000000.0,2,operating,0,26.0,2000.0
Mountainside Fitness,Health and Wellness,USA,40000000.0,1,operating,0,35.0,1991.0
Mountvacation,E-Commerce,SVN,1000000.0,1,operating,0,18.0,2008.0
Mousera,Biotechnology,USA,29940004.0,3,operating,0,13.0,2013.0
Mouth Foods,E-Commerce,USA,8411685.0,4,operating,0,16.0,2010.0
Movable,Fitness,USA,2045000.0,2,operating,0,15.0,2011.0
Movable Ink,Advertising,USA,9290000.0,3,operating,0,16.0,2010.0
Movago,Online Travel,DEU,10302581.7887628,2,operating,0,11.0,2015.0
Movaris,Software,USA,24000000.0,3,acquired,0,28.0,1998.0
Movatu,Advertising,USA,150000.0,1,operating,0,13.0,2013.0
Movaya,Mobile,USA,500000.0,1,acquired,0,20.0,2006.0
Movaz Networks,Web Hosting,USA,20000000.0,1,operating,0,26.0,2000.0
MOVE Guides,Enterprise Software,GBR,26224193.0,4,operating,0,15.0,2011.0
Move Loot,Consumer Goods,USA,21800000.0,3,operating,0,13.0,2013.0
Movea,Hardware + Software,FRA,29468580.2362892,3,acquired,0,37.0,1989.0
"MoveableCode, Inc.",Android,USA,350000.0,2,closed,1,2.0,2010.0
Movebubble,Internet,GBR,1509636.0,1,operating,0,13.0,2013.0
MoveEZ,Curated Web,USA,20000.0,1,operating,0,14.0,2012.0
MoveinBlue,Travel,ESP,288160.0,1,operating,0,15.0,2011.0
MoveInSync,Software,IND,4000000.0,2,operating,0,17.0,2009.0
Moveline,Curated Web,USA,4750000.0,7,operating,0,15.0,2011.0
Movellas,Curated Web,GBR,500000.0,2,operating,0,16.0,2010.0
Movement Ventures,E-Commerce Platforms,USA,8127390.0,2,operating,0,13.0,2013.0
Moven,Banking,USA,24410000.0,4,operating,0,15.0,2011.0
Mover,Cloud Computing,CAN,1040000.0,5,operating,0,14.0,2012.0
Moverati,Games,USA,2150000.0,1,closed,1,0.0,2010.0
"Movero, Inc.",Enterprise Software,USA,5000000.0,1,operating,0,22.0,2004.0
Movero Technology,Enterprise Software,USA,5992316.0,2,closed,1,7.0,2003.0
MoveThatBlock.com,Business Services,USA,1050000.0,1,operating,0,16.0,2010.0
Movetis,Biotechnology,BEL,191229400.0,2,acquired,0,20.0,2006.0
Movidiam,Film Production,GBR,1562000.0,2,operating,0,12.0,2014.0
Movidius,Mobile,USA,86500000.0,5,operating,0,20.0,2006.0
Moviecom.tv,Games,GBR,811057.0,1,operating,0,19.0,2007.0
MovieLaLa,Celebrity,USA,750000.0,2,operating,0,14.0,2012.0
MoviePass,Entertainment,USA,3700000.0,2,operating,0,15.0,2011.0
Moviepilot,Entertainment,USA,30000000.0,3,operating,0,14.0,2012.0
MovieSet,Curated Web,CAN,6500000.0,2,closed,1,1.0,2007.0
Moviestorm,Graphics,GBR,5500559.0,3,operating,0,21.0,2005.0
Movigo,Events,USA,50000.0,1,operating,0,13.0,2013.0
Movik Networks,Mobile,USA,44000000.0,4,operating,0,20.0,2006.0
Movile,Apps,BRA,96000000.0,5,operating,0,28.0,1998.0
Movimento Group,Automotive,USA,9600000.0,2,operating,0,23.0,2003.0
Movinary,Curated Web,DEU,129517.0,1,operating,0,14.0,2012.0
Moving Analytics,Health and Wellness,USA,115000.0,4,operating,0,13.0,2013.0
Moving Authority,Software,USA,1300000.0,1,operating,0,14.0,2012.0
Moving Off Campus,Search,USA,3450000.0,2,operating,0,20.0,2006.0
MovingWorlds,Enterprises,USA,412000.0,2,closed,1,3.0,2011.0
MovingHealth,Software,USA,1500000.0,1,operating,0,19.0,2007.0
Movinto Fun,Games,SWE,489703.0,1,operating,0,19.0,2007.0
Movio,Entertainment,USA,950000.0,1,operating,0,14.0,2012.0
Movirtu,Audio,GBR,5500000.0,1,acquired,0,18.0,2008.0
Movista,Networking,USA,1923669.0,6,operating,0,18.0,2008.0
Movity,Curated Web,USA,1300000.0,1,acquired,0,17.0,2009.0
Movius Interactive,Mobile,USA,39728460.0,2,operating,0,27.0,1999.0
Movli,Entertainment,ISR,1500000.0,1,operating,0,15.0,2011.0
MamboCar,Cars,ESP,308420.0,3,operating,0,14.0,2012.0
Movy,Messaging,USA,300000.0,1,operating,0,12.0,2014.0
Mowdo,Collaborative Consumption,USA,125000.0,3,operating,0,12.0,2014.0
MOWGLI,Facebook Applications,USA,550000.0,1,operating,0,16.0,2010.0
Mowjow,Games,GBR,757625.0,1,operating,0,22.0,2004.0
Moxie Jean,Babies,USA,1885539.0,3,acquired,0,15.0,2011.0
Moxie,E-Commerce,USA,35000000.0,3,operating,0,20.0,2006.0
"Moxie Sports, Inc.",Real Time,Unknown,300000.0,1,closed,1,0.0,2014.0
Moximed,Biotechnology,USA,80607656.0,3,operating,0,20.0,2006.0
Moxtra,Mobile,USA,20000000.0,2,operating,0,14.0,2012.0
Moy Univer,Education,RUS,10000.0,1,closed,1,0.0,2012.0
Moya Okruga,News,RUS,25000.0,1,closed,1,1.0,2012.0
"Moz, Inc.",Search,USA,19250000.0,2,operating,0,24.0,2002.0
Mozaik Media,Education,IDN,500000.0,1,closed,1,1.0,2011.0
Mozenda,Analytics,USA,1500000.0,2,operating,0,19.0,2007.0
Mozes,App Marketing,USA,22299999.0,3,operating,0,21.0,2005.0
Mozilla,Browser Extensions,USA,2300000.0,2,operating,0,28.0,1998.0
Mozio,Mobile,USA,750000.0,3,operating,0,15.0,2011.0
moziy,Photography,USA,1000000.0,1,operating,0,13.0,2013.0
Mozoo,Advertising,GBR,1800000.0,1,operating,0,16.0,2010.0
Mozy,Flash Storage,USA,1900000.0,1,acquired,0,21.0,2005.0
mParticle,Big Data,USA,8805000.0,3,operating,0,13.0,2013.0
mPay Gateway,Software,USA,9164123.0,4,closed,1,8.0,2004.0
MPGomatic.com,Automotive,USA,10000.0,1,operating,0,19.0,2007.0
mphoria,Mobile,USA,2457500.0,2,operating,0,16.0,2010.0
MPIRICA Health Analytics,Health Care,USA,2000000.0,2,operating,0,12.0,2014.0
mpirik,Health Care,USA,1750000.0,1,operating,0,16.0,2010.0
mPoint Media,Analytics,USA,1200000.0,2,operating,0,12.0,2014.0
mPort,3D,AUS,200000.0,1,operating,0,15.0,2011.0
mPortal,Mobile,USA,4000000.0,1,acquired,0,26.0,2000.0
mPortico,Distribution,ISR,3750000.0,5,closed,1,2.0,2006.0
mPower.com,Advice,USA,36000000.0,1,acquired,0,31.0,1995.0
MPOWER Financing,Finance,USA,4000000.0,1,operating,0,12.0,2014.0
MPOWER Mobile,Mobile,USA,5000000.0,1,closed,1,4.0,2005.0
mpressInteractive,Apps,Unknown,150000.0,1,operating,0,15.0,2011.0
mps---- LLC,Email Marketing,Unknown,85000.0,2,closed,1,1.0,2012.0
MPSTOR,Software,IRL,3710000.0,2,operating,0,21.0,2005.0
"mPulse Mobile, Inc.",Health Care,USA,1700000.0,1,operating,0,12.0,2014.0
mPura,Hospitality,USA,200000.0,1,operating,0,18.0,2008.0
Mr Gabriel,Apps,FRA,650000.0,1,operating,0,12.0,2014.0
Mr. Number,Mobile,USA,4797338.0,1,operating,0,16.0,2010.0
MR Presta,E-Commerce,ARG,700000.0,2,operating,0,13.0,2013.0
Mr. Youth,Advertising,USA,15100000.0,2,acquired,0,24.0,2002.0
MR3Health,Health and Wellness,USA,150000.0,1,operating,0,11.0,2015.0
MREN,Software,USA,6000000.0,1,operating,0,13.0,2013.0
MRI Interventions,Health Care,USA,30527571.0,5,operating,0,28.0,1998.0
mrusta.com,Internet,ARE,351000.0,1,operating,0,13.0,2013.0
MSA Management,Health and Wellness,USA,8375000.0,3,operating,0,18.0,2008.0
mSchool,Education,USA,10000.0,1,operating,0,14.0,2012.0
mscreen,SaaS,USA,100000.0,1,operating,0,13.0,2013.0
MSDSonline.com,Service Providers,USA,4400000.0,2,acquired,0,30.0,1996.0
mSeller,Mobile,GBR,124143.0,1,operating,0,14.0,2012.0
MSI Methylation Sciences,Biotechnology,CAN,18400033.0,2,operating,0,19.0,2007.0
MSI Security,Security,USA,70000.0,1,operating,0,15.0,2011.0
SPARQ,Mobile,USA,1201000.0,2,acquired,0,16.0,2010.0
mSnap,Advertising,USA,5000000.0,1,acquired,0,21.0,2005.0
mSpoke,Curated Web,USA,1496950.0,1,acquired,0,20.0,2006.0
mSpot,Music,USA,2330000.0,1,acquired,0,22.0,2004.0
Masquemedicos,Dental,ESP,57166.0,1,operating,0,17.0,2009.0
MST,Medical Devices,ISR,13500000.0,2,operating,0,21.0,2005.0
MStar Semiconductor,Semiconductors,Unknown,16000000.0,1,operating,0,28.0,1998.0
MSU Business Incubator,Incubators,RUS,300000.0,1,operating,0,15.0,2011.0
Mswipe Technologies,Financial Services,IND,25000000.0,3,operating,0,15.0,2011.0
MTA Games Lab,3D,PAK,5500.0,1,operating,0,12.0,2014.0
Taxify,Apps,EST,1839281.0,2,operating,0,13.0,2013.0
Mtime,Fashion,CHN,14000000.0,4,operating,0,22.0,2004.0
Mtivity,Enterprise Software,GBR,9680000.0,2,operating,0,27.0,1999.0
MTM Laboratories,Biotechnology,USA,81574940.0,4,acquired,0,27.0,1999.0
Mtone Wireless,Mobile,CHN,26660000.0,6,operating,0,32.0,1994.0
MtoV,Software,KOR,91914.0,2,operating,0,13.0,2013.0
MTPV,Clean Technology,USA,21325293.0,4,operating,0,23.0,2003.0
MTX Connect,Internet of Things,LUX,2401437.0,3,operating,0,14.0,2012.0
Mu Dynamics,Web Hosting,USA,24000000.0,3,acquired,0,21.0,2005.0
Macarne Limited,Android,HKG,1470000.0,3,operating,0,17.0,2009.0
Mu Sigma,Analytics,USA,178000000.0,3,operating,0,22.0,2004.0
MUBI,Entertainment,GBR,24645630.0,5,operating,0,19.0,2007.0
Much Better Adventures,Adventure Travel,GBR,140000.0,2,operating,0,17.0,2009.0
MuciMed,Biotechnology,USA,200000.0,1,operating,0,21.0,2005.0
MuckRock,Crowdsourcing,USA,25000.0,1,operating,0,16.0,2010.0
Mud Bay,Hospitality,USA,526315.0,2,operating,0,38.0,1988.0
Muecs,Collaboration,HKG,101000.0,2,closed,1,1.0,2008.0
Muft Internet,Computers,IND,61895.0,1,closed,1,0.0,2014.0
MugenUp,Games,JPN,1300000.0,2,operating,0,15.0,2011.0
muHive,Curated Web,IND,30000.0,1,operating,0,14.0,2012.0
MUJIN,Automotive,JPN,6953944.0,2,operating,0,15.0,2011.0
"Muko, Inc.",Mobile,USA,50000.0,1,operating,0,12.0,2014.0
MulliganPlus,Sports,GBR,10000.0,1,operating,0,19.0,2007.0
multiBIND biotec,Biotechnology,DEU,762237.0,2,operating,0,21.0,2005.0
Multichannel,Advertising,HKG,3421250.0,3,operating,0,14.0,2012.0
Multigig,Semiconductors,USA,37891054.0,3,acquired,0,23.0,2003.0
MultiLing Corporation,Consulting,USA,10300000.0,1,operating,0,38.0,1988.0
MultiPhy,Data Center Infrastructure,USA,7200000.0,1,operating,0,19.0,2007.0
Multiply,E-Commerce,IDN,26600000.0,4,closed,1,5.0,2003.0
Multipop,Video,USA,2000000.0,1,operating,0,17.0,2009.0
MultiSense,Security,NLD,16390.0,1,operating,0,11.0,2015.0
Multistory Learning,Education,IND,45000.0,1,operating,0,15.0,2011.0
MULTIVOICE,Communications Hardware,USA,5750000.0,2,operating,0,15.0,2011.0
MultiZona.com,Entertainment,ARG,650000.0,1,operating,0,25.0,2001.0
Mulu,Curated Web,USA,3641507.0,6,operating,0,14.0,2012.0
Mumart,Art,FRA,66096.0,1,operating,0,13.0,2013.0
Mumaxu Network,Software,USA,340000.0,1,operating,0,12.0,2014.0
Mumboe,Software,USA,4500000.0,1,closed,1,1.0,2005.0
Munch Ado,Local Search,USA,1500000.0,1,operating,0,14.0,2012.0
MunchAway,E-Commerce,USA,600000.0,1,closed,1,3.0,2007.0
Munchery,Hospitality,Unknown,117200000.0,5,operating,0,15.0,2011.0
Munchkin,E-Commerce,USA,45000000.0,1,operating,0,35.0,1991.0
Munchkin Fun,Curated Web,USA,230000.0,1,operating,0,18.0,2008.0
Mundi,Search,BRA,3000000.0,2,operating,0,18.0,2008.0
Mundo Descuento,Apps,Unknown,660000.0,1,closed,1,0.0,2015.0
MundoYo Company Limited,Networking,THA,100000.0,1,operating,0,17.0,2009.0
Munetrix,Software,USA,500000.0,1,operating,0,16.0,2010.0
MURAL,Collaboration,USA,920000.0,3,operating,0,15.0,2011.0
Murfie,E-Commerce,USA,3166074.0,4,operating,0,16.0,2010.0
Musations,Apps,GBR,715000.0,2,operating,0,12.0,2014.0
MuscleGenes,Fitness,GBR,500000.0,1,operating,0,13.0,2013.0
MusclePharm,Health and Wellness,USA,15670000.0,4,closed,1,5.0,2008.0
Muse & Co,Curated Web,JPN,3400000.0,1,acquired,0,14.0,2012.0
Museai,Music,NOR,93700.0,4,operating,0,12.0,2014.0
MuseAmi,Music,USA,1500000.0,2,operating,0,19.0,2007.0
Musement,Art,ITA,6539215.0,2,operating,0,14.0,2012.0
Muse Robotics,Hardware + Software,USA,120000.0,2,operating,0,12.0,2014.0
MuseStorm,Curated Web,USA,1429763.0,2,closed,1,2.0,2005.0
Music Cave Studios,Entertainment,USA,48000.0,1,operating,0,12.0,2014.0
Music Dealers,Advertising,USA,9249999.0,5,operating,0,18.0,2008.0
Music Kickup,Distribution,FIN,1034279.0,2,operating,0,15.0,2011.0
Zya,Apps,USA,36530301.0,7,operating,0,18.0,2008.0
Music Meets Video,Contests,USA,145000.0,2,operating,0,12.0,2014.0
MusicSense,Apps,DNK,109469.0,1,operating,0,12.0,2014.0
Music United,Consumer Goods,USA,500000.0,1,operating,0,15.0,2011.0
MusicAll,Advertising,USA,109932.0,2,operating,0,14.0,2012.0
MusiCares,Nonprofits,Unknown,5500000.0,1,operating,0,37.0,1989.0
MusicGremlin,Hardware + Software,Unknown,11600000.0,2,acquired,0,38.0,1988.0
MusicGurus,Music Education,GBR,268505.116940371,1,operating,0,11.0,2015.0
Appreciation Engine,Analytics,USA,1000000.0,3,operating,0,16.0,2010.0
Musicians' Desk Reference,Artists Globally,USA,30000.0,1,operating,0,13.0,2013.0
MusicIP,Music,USA,2000000.0,1,operating,0,26.0,2000.0
Musicmetric,Data Mining,GBR,5356025.0,3,operating,0,18.0,2008.0
Musicnotes,Apps,Unknown,3537825.0,1,operating,0,28.0,1998.0
MusicNow,Curated Web,USA,42230000.0,5,acquired,0,27.0,1999.0
Musicplayr,Music,DEU,651750.0,1,operating,0,15.0,2011.0
MusicQubed,Apps,GBR,931016.0,1,operating,0,16.0,2010.0
Musicraiser,Music,ITA,477181.0,1,operating,0,14.0,2012.0
Musicshake,Music,USA,3500000.0,2,operating,0,21.0,2005.0
MusicSiren,Music,USA,200000.0,2,operating,0,14.0,2012.0
MusicSpoke,E-Commerce,USA,70000.0,2,operating,0,15.0,2011.0
MusicXray,Music,USA,2000000.0,1,operating,0,20.0,2006.0
Musikki,Facebook Applications,GBR,416595.0,1,operating,0,16.0,2010.0
Musistic,Audio,USA,614302.0,3,operating,0,13.0,2013.0
Musixmatch,Apps,GBR,10100000.0,5,operating,0,16.0,2010.0
Musketeer,Crowdsourcing,USA,1200000.0,1,operating,0,13.0,2013.0
Musopia,Apps,FIN,966285.0,4,operating,0,15.0,2011.0
Musqot,Performance Marketing,SWE,302775.0,1,operating,0,12.0,2014.0
Must See India,Career Planning,IND,5000000.0,1,operating,0,19.0,2007.0
Mustard,Event Management,IRL,219131.0,1,operating,0,12.0,2014.0
Mustard Tree Instruments,Hardware + Software,USA,390530.0,2,operating,0,17.0,2009.0
Mustbin,Software,USA,7365000.0,3,operating,0,14.0,2012.0
MustHaveMenus,Hospitality,USA,1325000.0,3,operating,0,19.0,2007.0
musx,Apps,USA,500000.0,1,operating,0,15.0,2011.0
MuteButton,Health Care,IRL,284240.0,2,operating,0,16.0,2010.0
Mutualink,Software,USA,21331754.0,4,operating,0,20.0,2006.0
MutualMind,Analytics,USA,450000.0,2,operating,0,17.0,2009.0
Muufri,Biotechnology,IRL,2060000.0,2,operating,0,12.0,2014.0
Muut,Blogging Platforms,USA,770000.0,1,operating,0,14.0,2012.0
MUV Interactive,EdTech,ISR,4000000.0,2,operating,0,15.0,2011.0
muv today technologies inc,Gps,MEX,7300.0,1,closed,1,0.0,2015.0
Muzeek,Events,Unknown,250000.0,1,operating,0,14.0,2012.0
Muzicall,Mobile,GBR,16231320.0,2,operating,0,22.0,2004.0
Muzico International,Art,USA,110000.0,1,operating,0,13.0,2013.0
"Muzik, LLC",Electronics,USA,17285000.0,2,operating,0,14.0,2012.0
Muzooka,Artists Globally,USA,6406159.0,2,operating,0,14.0,2012.0
muzu tv,Curated Web,IRL,8000000.0,1,operating,0,20.0,2006.0
Muzy,Curated Web,USA,4400000.0,1,operating,0,15.0,2011.0
Muzze,Art,NLD,18192.0,1,operating,0,12.0,2014.0
Muzzley,Internet of Things,USA,1885000.0,3,operating,0,14.0,2012.0
Muzzy Lane Software,E-Books,USA,450000.0,1,operating,0,24.0,2002.0
mVakil - Track Court Cases Live,Legal,USA,350000.0,2,operating,0,13.0,2013.0
"MVB Bank,",Banking,USA,52800000.0,1,ipo,0,29.0,1997.0
MVERSE,Software,KOR,93000.0,1,operating,0,14.0,2012.0
mVisum,Health and Wellness,USA,841991.0,1,acquired,0,20.0,2006.0
MVP Draft LLC,Fantasy Sports,USA,312500.0,1,operating,0,11.0,2015.0
MVP Vault,Recruiting,USA,100000.0,1,operating,0,15.0,2011.0
MVP World Wide,Coffee,Unknown,650000.0,1,operating,0,12.0,2014.0
mWater,Software,USA,100000.0,1,operating,0,15.0,2011.0
MWI,Content Creators,USA,350000.0,3,operating,0,27.0,1999.0
MWM Media Workflow Management,Consulting,SWE,822000.0,1,operating,0,28.0,1998.0
MX Logic,Security,USA,4000000.0,1,acquired,0,24.0,2002.0
Mx Orthopedics,Health Care,USA,4484952.0,3,operating,0,18.0,2008.0
Mixed Dimensions Inc. (MXD3D),3D Printing,Unknown,1800000.0,4,operating,0,13.0,2013.0
mxHero,Software,USA,1775000.0,3,operating,0,14.0,2012.0
Mximo,B2B,ISR,500000.0,1,operating,0,13.0,2013.0
MXP4,Games,FRA,17200000.0,4,operating,0,20.0,2006.0
My 1%,E-Commerce,CHN,10000000.0,1,operating,0,18.0,2008.0
My Ad Box,Advertising,USA,50000.0,1,operating,0,21.0,2005.0
My Aone Learning,Education,MYS,27425.0,1,operating,0,11.0,2015.0
My-Apps,Apps,RUS,1700000.0,3,closed,1,1.0,2011.0
Jada Beauty,E-Commerce,USA,365000.0,1,operating,0,16.0,2010.0
My Best Interest,Software,USA,375000.0,1,closed,1,2.0,2006.0
MyCityWay,Gps,USA,6000000.0,2,operating,0,17.0,2009.0
My Clearance Rack,Fashion,USA,15000.0,2,operating,0,12.0,2014.0
MyCOI,Software,USA,125000.0,2,operating,0,17.0,2009.0
My Damn Channel,Games,USA,8655804.0,4,operating,0,19.0,2007.0
My Dealer Service,Automotive,USA,145000.0,2,operating,0,13.0,2013.0
My Digital Shield,Cyber Security,USA,800000.0,2,operating,0,13.0,2013.0
My Dream Store,Communities,IND,300000.0,1,operating,0,12.0,2014.0
My eShoe,E-Commerce,USA,50000.0,1,closed,1,2.0,2008.0
My Fashion Database,Consumer Internet,USA,340000.0,1,operating,0,18.0,2008.0
My Friend's Lane,E-Commerce,USA,10000.0,1,operating,0,14.0,2012.0
My Green World,Mobile,AUS,25000.0,2,operating,0,13.0,2013.0
My-Hammer,Curated Web,Unknown,3200000.0,1,operating,0,21.0,2005.0
My Health Direct,Curated Web,USA,22568120.0,9,operating,0,21.0,2005.0
My Hood,E-Commerce,CHL,40000.0,1,operating,0,13.0,2013.0
My Mate Your Date,Facebook Applications,GBR,233544.821143591,1,operating,0,13.0,2013.0
My Mini Factory,3D Printing,GBR,1200000.0,1,operating,0,13.0,2013.0
My Mobile Watchdog,Software,USA,4022496.0,1,operating,0,12.0,2014.0
Data Simply,Finance,USA,100000.0,1,operating,0,13.0,2013.0
My Open Road Corp.,Energy Efficiency,USA,610000.0,3,operating,0,15.0,2011.0
My Own Crown,E-Commerce,USA,800.0,1,operating,0,16.0,2010.0
My Own Med,E-Commerce,USA,1900000.0,1,operating,0,14.0,2012.0
My Perfect Gig,Consulting,USA,3500000.0,1,closed,1,3.0,2007.0
My Pick Box,Logistics,ESP,265064.0,1,operating,0,13.0,2013.0
MyPrintCloud,Enterprise Software,GBR,1000000.0,1,operating,0,15.0,2011.0
My Single Point,Application Platforms,ISR,2000000.0,1,operating,0,19.0,2007.0
MySocialCloud.com,Cloud Computing,USA,1000000.0,1,acquired,0,15.0,2011.0
My Study Rewards,Education,Unknown,12000.0,1,operating,0,13.0,2013.0
My Taxi India,Public Transportation,IND,500000.0,1,operating,0,18.0,2008.0
My Top 10,Curated Web,USA,250000.0,1,closed,1,0.0,2009.0
My True Fit,E-Commerce,USA,6850000.0,2,operating,0,21.0,2005.0
My Visual Brief,Software,FRA,40000.0,1,operating,0,13.0,2013.0
My-wardrobe.com,Fashion,GBR,9000000.0,1,operating,0,20.0,2006.0
My1login,Cloud Computing,USA,1500000.0,2,operating,0,19.0,2007.0
my3Dreams,3D Printing,CHL,40000.0,1,operating,0,13.0,2013.0
my6sense,Advertising,USA,7500000.0,4,acquired,0,19.0,2007.0
MyAcademicProgram,Apps,USA,450000.0,2,operating,0,15.0,2011.0
MyActivityPal,Web Hosting,USA,5000000.0,1,operating,0,12.0,2014.0
MyAGENT,Education,USA,25000.0,1,operating,0,13.0,2013.0
Myagi,Customer Service,AUS,969533.0,2,operating,0,13.0,2013.0
MYagonism.com,Analytics,ITA,250000.0,2,operating,0,13.0,2013.0
AlertMe,Clean Technology,GBR,36781282.0,2,acquired,0,20.0,2006.0
Myandb,Music,KOR,30968.0,1,operating,0,13.0,2013.0
myaNUMBER,Mobile,USA,95000.0,2,operating,0,14.0,2012.0
MyAppConverter,Software,GBR,1287963.0,1,operating,0,13.0,2013.0
MyBaze,Art,POL,1531083.0,3,operating,0,13.0,2013.0
MyBeautyCompare,Beauty,GBR,48632.0,1,closed,1,0.0,2013.0
myBestHelper,Elder Care,CAN,100000.0,3,operating,0,15.0,2011.0
LiveBy,Lifestyle,USA,20000.0,1,operating,0,11.0,2015.0
FanGager (MyBrandz),Brand Marketing,USA,400000.0,1,operating,0,17.0,2009.0
MyBuilder,Curated Web,GBR,418525.0,3,operating,0,22.0,2004.0
MyBuys,Advertising,USA,37300000.0,4,acquired,0,20.0,2006.0
Myca Health,Health and Wellness,CAN,10355121.0,1,operating,0,24.0,2002.0
MyCabbage,Marketplaces,USA,1550000.0,2,closed,1,2.0,2010.0
MyCadbox,Curated Web,FIN,3958200.0,1,operating,0,13.0,2013.0
MyCare,Biotechnology,Unknown,2749999.0,3,operating,0,15.0,2011.0
myCFO,Banking,IND,978000.0,1,operating,0,20.0,2006.0
MyCheck,Mobile,ISR,11100000.0,4,operating,0,15.0,2011.0
MyCircles,B2B,USA,88000.0,1,operating,0,12.0,2014.0
mycirQle,Software,USA,112000.0,1,closed,1,1.0,2011.0
MyCityFaces,Advertising,USA,50000.0,1,operating,0,19.0,2007.0
MyClasses,All Students,DOM,38598.0,1,operating,0,16.0,2010.0
MyClean,Local Businesses,USA,270000.0,1,operating,0,17.0,2009.0
MycoDev Group,Biotechnology,CAN,500000.0,1,operating,0,13.0,2013.0
